Public_Food_Key,Food_Survey_ID,Food_Name,"Energy, with dietary fibre","Energy, without dietary fibre",Moisture (water),Protein,Total_Fat,Alcohol,Total sugars,Added sugars,Calcium (Ca),Sodium (Na),Vitamin C,Vitamin E
F006708,16505,"Pineapple, canned in pineapple juice, drained",206,191,85,0.5,0.1,0,10.5,0,6,4,12,0.02
F006832,16403,"Plum, unpeeled, raw",162,146,87.8,0.6,0.1,0,6.5,0,7,2,5,0.82
F006826,16404,"Plum, dark, canned in syrup, drained",385,369,74.6,0.4,0.1,0,21,15.5,4,4,0,1.46
F006842,16504,"Pomegranate, peeled, raw",329,278,76.2,1.9,0.2,0,13.5,0,14,4,14,0.6
F007457,16504,"Prickly pear, peeled, raw",204,167,83.9,0.4,0.3,0,8.8,0,48,1,18,0.54
F007494,16802,Prune (dried plum),841,778,37.1,2.3,0.4,0,31,0,52,7,2,0.43
F007591,16105,"Quince, peeled, raw",242,200,81.6,0.5,0.2,0,11,0,8,16,39,0.2
F007610,16801,Raisin,1210,1188,21,3.3,0.5,0,66.9,0,53,10,0,0.12
F007612,16504,"Rambutan, raw",312,289,79.5,1,0.4,0,15.7,0,8,2,70,0.54
F008952,16201,"Strawberry, raw",109,89,92.1,0.7,0.2,0,3.8,0,22,0,45,0.32
F008983,16801,Sultana,1068,1042,16.4,2.6,0.3,0,59,0,52,7,0,0.16
F009080,16503,"Tamarillo, peeled, raw",150,112,86.2,2,0.1,0,3.4,0,8,1,15,1.92
F009087,16303,"Tangelo, peeled, raw",172,156,85.9,0.6,0.1,0,7.8,0,22,4,28,0.1
F009088,16303,"Tangerine or tangor, peeled, raw",180,168,86.2,1,0.2,0,8.1,0,26,2,44,0.36
F006830,16804,"Plum, salted",857,782,17.9,3.7,0,0,33.6,7,130,8400,0,1.26
F002755,18903,"Chicken, nugget, purchased frozen, baked, no added fat",1172,1163,47.5,12.8,17.6,0,0.8,0.6,13,920,0,0.4
F002752,18903,"Chicken, nugget, purchased from independent takeaway & fast food chain, fried, undefined oil",1104,1095,48.4,13.1,15.8,0,0,0,13,740,0,0.82
F002752,18903,"Chicken, nugget, purchased from independent takeaway & fast food chain, fried, undefined oil",1104,1095,48.4,13.1,15.8,0,0,0,13,740,0,0.82
F002751,18903,"Chicken, nugget, purchased from fast food chain, grilled",818,808,54.8,14.8,5.9,0,0.9,0.7,13,435,0,0.4
F000228,18601,"Bacon, middle rasher, untrimmed, raw",1310,1310,51.1,15.4,28.2,0,0.3,0.3,5,1274,0,0.27
F000227,18601,"Bacon, middle rasher, untrimmed, fried, no added fat",1747,1747,34.8,20.6,37.6,0,0.3,0.4,5,1528,0,0.29
F000231,18601,"Bacon, shortcut, as purchased without rind, fried, no added fat",1046,1046,47.9,30.4,13.9,0,0.9,0,8,2000,0,0.08
F001322,18606,"Braised steak & onions, canned",264,257,82.3,7.2,1.6,0,1,0,12,380,0,0
F004025,18502,"Frankfurt, cooked",1051,1037,58.7,14.3,19.9,0,0.2,0,33,770,1,0.25
F004025,18502,"Frankfurt, cooked",1051,1037,58.7,14.3,19.9,0,0.2,0,33,770,1,0.25
F004299,18602,"Ham, leg, lean",467,453,73,17,2.5,0,0.9,0.9,9,1250,0,0.05
F006675,13405,"Pie, steak & kidney, canned",693,686,65.6,10,7.7,0,0.6,0.1,7,230,0,0
F007459,18602,Prosciutto,1224,1224,43.5,30.8,18.8,0,0.3,0,10,1700,0,0
F008112,18501,"Sausage, beef, raw",987,987,61.6,14.5,18.7,0,0.4,0,13,740,0,0.37
F008106,18501,"Sausage, beef, fried, no added fat",947,945,59.8,16.4,16.2,0,0.4,0,11,788,1,0.5
F008107,18501,"Sausage, beef, grilled, no added fat",911,909,60,17.2,14.9,0,0.4,0,9,795,1,0.5
F008126,18603,"Sausage, chorizo, uncooked",1183,1179,51.5,20.1,22.1,0,0.8,0.1,12,1100,0,0
F008125,18603,"Sausage, chorizo, fried, no added fat",1245,1241,48.9,21.2,23.3,0,0.8,0.1,11,868,0,0
F009450,18606,"Sausages & vegetables, canned",283,276,82.8,4,2.1,0,2.2,0.6,10,320,0,0
F009452,18606,"Steak & vegetables, canned",258,249,84.4,4.4,1.9,0,1.8,1,12,320,0,0
F008233,15501,"Shark, battered, deep-fried, takeaway outlet",1090,1079,54.2,15.5,14.5,0,1.5,0,11,295,0,3.1
F003950,15501,"Fish, white flesh, battered, packaged frozen, baked, no added fat",820,816,55,12.2,7,0,1.6,0,21,383,0,3.22
F003954,15501,"Fish, white flesh, crumbed, packaged frozen, baked, no added fat",856,852,57.1,11.8,10,0,1.7,0,21,383,0,3.22
F003907,15501,"Fish, battered or crumbed, from takeaway outlet, deep fried, blended frying fat, ready to eat",1006,1005,51.1,15.2,13.2,0,0.6,0,21,406,0,0.21
F003897,15501,"Fish finger, crumbed, purchased frozen, raw",924,916,57.3,12.1,11.6,0,1.5,0,13,300,0,0.45
F003896,15501,"Fish finger, crumbed, purchased frozen, grilled, no added fat",1050,1040,51.5,13.8,13.2,0,1.7,0,15,341,0,0.51
F007864,15102,"Salmon, smoked, sliced",787,787,62.4,24.3,10.1,0,0,0,8,1015,0,0.6
F009285,15401,"Tuna, canned in brine, drained",540,540,74.4,26.1,2.6,0,0,0,5,200,0,0
F007193,26101,"Potato crisps or chips, plain, salted",2140,2113,1.8,6,33.3,0,0.9,0,21,592,23,8.63
F007193,26101,"Potato crisps or chips, plain, salted",2140,2113,1.8,6,33.3,0,0.9,0,21,592,23,8.63
F007201,26101,"Potato crisps or chips, salt & vinegar flavoured",2097,2068,2.3,6.8,32.6,0,1.4,0,22,970,24,6.77
F007201,26101,"Potato crisps or chips, salt & vinegar flavoured",2097,2068,2.3,6.8,32.6,0,1.4,0,22,970,24,6.77
F007204,26101,"Potato straws, French fries, plain",2165,2139,1.6,6.9,31,0,0.2,0,31,576,42,8.6
F009073,26201,"Taco shell, from corn flour, plain",1948,1878,6.4,6.8,21.8,0,1.1,0,52,80,0,7.66
F000279,28102,"Bar, cherry & coconut centre, dark chocolate-coated",1785,1747,9.7,4.4,22.4,0,48.6,45.7,50,46,0,0.53
F000285,28102,"Bar, coconut cream centre, milk chocolate-coated",1778,1719,8.2,4.5,22.4,0,44.3,37.7,87,130,0,0.21
F000296,28103,"Bar, honeycomb centre, milk chocolate-coated",1772,1769,2.1,2.6,16.2,0,64.2,55.6,76,260,0,0.1
F000348,28103,"Bar, nougat & caramel centre, milk chocolate-coated",1712,1699,6.4,5.2,17.2,0,55.3,43.1,160,190,0,1.2
F002929,28101,"Chocolate, milk",2179,2160,1.3,7.6,30.5,0,54.6,42.7,252,68,5,0.69
F002929,28101,"Chocolate, milk",2179,2160,1.3,7.6,30.5,0,54.6,42.7,252,68,5,0.69
F002934,28103,"Chocolate, milk, fondant or caramel filled",2002,1986,4.2,6,24.7,0,53.6,45.7,170,79,0,0.82
F002937,28102,"Chocolate, milk, with dried fruit & nuts",2049,2025,3.5,7.8,28,0,51.3,33.3,218,65,4,2.02
F002939,28102,"Chocolate, milk, with nuts",2325,2287,2.3,9.9,39.5,0,39.6,29.9,208,49,3,5.66
F002946,28101,"Chocolate, white",2273,2272,1.4,7.1,34.5,0,54.6,43.4,230,78,0,9.1
F003100,28103,"Confectionery, chocolate centre, sugar-coated",2032,2017,1.5,4.8,18.8,0,64.9,59.4,110,55,0,0.21
F004600,27201,"Jam, berry",1100,1087,30.7,0.3,0,0,67.2,64.7,8,12,0,0.12
F004607,27201,"Jam, stone fruit",1050,1042,31.5,0.2,0,0,64.3,59.4,5,14,9,0.12
F004604,27201,"Jam, plum",1050,1042,31.5,0.2,0,0,64.3,61.7,5,14,9,0.12
F005421,27201,"Marmalade, orange",1061,1054,31.2,0.1,0,0,65.4,62.3,15,33,2,0.06
F008777,27204,"Spread, hazelnut & chocolate flavoured",2193,2163,1,6.8,30.3,0,57.2,52.6,130,42,0,1.4
F004380,27102,Honey,1318,1318,16.2,0.2,0,0,82.1,0,8,14,0,0
F008969,27101,"Sugar, brown",1552,1552,1.7,0.2,0,0,96.8,96.8,150,21,0,0
F008973,27101,"Sugar, raw",1597,1597,0,0,0,0,99.8,99.8,7,1,0,0
F004615,27301,"Jelly, sugar sweetened, all flavours, prepared",230,230,85.6,1,0,0,13.2,13.2,2,78,0,0
F005213,28401,"Liquorice, allsorts",1498,1489,5.8,1.9,0.3,0,74.7,74.7,113,48,0,0.09
F005215,28103,"Liquorice, chocolate-coated",1595,1573,10.5,5.7,9.7,0,42.1,38.6,272,104,1,0.37
F000144,24402,"Artichoke, globe, raw",145,80,85.2,2.8,0.2,0,0.9,0,30,6,16,0.19
F000142,24402,"Artichoke, globe, boiled, drained",170,94,82.6,3.3,0.2,0,1.1,0,34,7,14,0.21
F000141,24402,"Artichoke heart, canned in brine, drained",104,67,90,1.9,0.3,0,1.1,0,33,280,3,0.19
F000155,24402,"Asparagus, green, raw",88,71,92.8,2.5,0.1,0,1.4,0,11,2,15,0.52
F000151,24402,"Asparagus, green, boiled, drained",104,83,91.5,2.9,0.1,0,1.6,0,12,2,13,0.58
F000149,24402,"Asparagus, canned in brine, drained",101,70,93.5,1.9,0.1,0,1.5,0,12,240,6,0.58
F000162,24705,"Avocado, raw",579,519,72.3,1.6,13.2,0,0,0,10,7,4,1.8
F000396,24403,"Basil, green, raw",119,85,90.1,2,0.6,0,0,0,230,13,53,0.8
F001015,24302,"Beetroot, fresh, purple, peeled, raw",201,173,86.8,1.9,0.1,0,8.4,0,8,54,6,0.07
F001013,24302,"Beetroot, fresh, purple, peeled, baked, no added fat",246,211,84,2.3,0.1,0,10.2,0,10,66,5,0.08
F001014,24302,"Beetroot, fresh, purple, peeled, boiled, drained",217,186,85.9,2,0.1,0,9,0,8,55,4,0.07
F001010,24302,"Beetroot, canned in brine, drained",199,169,85.6,1.2,0.1,0,8.9,0,12,278,0,0
F001301,24201,"Bok choy, raw",79,60,94.8,2.5,0.2,0,0.6,0,83,57,17,0.14
F001300,24201,"Bok choy, fried, no added fat",113,85,92.6,3.6,0.3,0,0.9,0,119,81,21,0.19
F001302,24201,"Bok choy, steamed",82,62,94.6,2.6,0.2,0,0.6,0,82,56,10,0.14
F001905,24202,"Broccoli, fresh, raw",131,101,89.7,4.7,0.3,0,0.4,0,32,22,106,0.18
F001904,24202,"Broccoli, fresh, microwaved",113,89,92,3.3,0.4,0,1.3,0,26,13,57,0.76
F001900,24202,"Broccoli, fresh, boiled, drained",100,80,92.5,2.9,0.3,0,1.1,0,26,13,57,1.14
F001899,24202,"Broccoli, fresh, baked, no added fat",160,124,87.4,5.7,0.4,0,0.5,0,39,26,110,0.21
F001909,24202,"Broccolini, fresh, raw",122,102,92.2,3.2,0.4,0,1.3,0,39,16,12,0.22
F001908,24202,"Broccolini, fresh, boiled, drained",127,106,91.9,3.3,0.4,0,1.4,0,39,16,10,0.22
F001914,24201,"Brussels sprout, fresh, raw",150,114,88.4,3.8,0.3,0,2.1,0,15,30,110,0.88
F001913,24201,"Brussels sprout, fresh, boiled, drained",156,118,87.9,4,0.3,0,2.2,0,15,30,63,0.87
F002239,24705,"Capsicum, green, fresh, raw",84,67,93.3,1.5,0.1,0,2.3,0,8,2,90,0.04
F002238,24705,"Capsicum, green, fresh, fried, no added fat",93,75,92.6,1.7,0.1,0,2.6,0,9,2,85,0.04
F002247,24705,"Capsicum, red, fresh, raw",118,104,92.4,1.7,0.2,0,4,0,4,2,172,3.49
F002246,24705,"Capsicum, red, fresh, fried, no added fat",132,116,91.6,1.9,0.2,0,4.4,0,4,2,162,3.69
F002266,24301,"Carrot, baby, peeled, fresh, raw",134,108,88.4,0.7,0.1,0,5.5,0,42,51,7,0
F002265,24301,"Carrot, baby, peeled, fresh, boiled, drained",144,116,87.5,0.8,0.1,0,5.9,0,43,52,5,0
F002263,24301,"Carrot, baby, baked, no added fat",146,117,87.4,0.8,0.1,0,6,0,46,55,6,0
F002276,24301,"Carrot, mature, peeled, fresh, raw",147,119,88.5,0.6,0,0,6.2,0,26,49,3,0
F002276,24301,"Carrot, mature, peeled, fresh, raw",147,119,88.5,0.6,0,0,6.2,0,26,49,3,0
F002274,24301,"Carrot, mature, peeled, fresh, baked, no added fat",179,146,86,0.7,0,0,7.6,0,32,60,2,0
F002275,24301,"Carrot, mature, peeled, fresh, boiled, drained",138,111,89.8,1,0.3,0,4.6,0,26,67,2,0.33
F002378,24202,"Cauliflower, fresh, raw",102,93,92.7,1.9,0.2,0,2.8,0,18,40,26,0
F002377,24202,"Cauliflower, fresh, boiled, drained",107,97,92.4,2,0.2,0,2.9,0,18,40,20,0
F002384,24302,"Celeriac, peeled, raw",159,119,86.6,1.6,0.2,0,2.8,0,41,21,13,0.36
F002390,24402,"Celery, fresh, raw",62,51,94.8,0.6,0.1,0,1.2,0,44,98,5,0.02
F002389,24402,"Celery, fresh, fried, no added fat",76,62,93.7,0.7,0.1,0,1.5,0,54,119,5,0.02
F002896,24705,"Chilli (chili), green, raw",181,78,80.9,2.8,0.3,0,1,0,12,4,128,0.69
F002894,24705,"Chilli (chili), green, fried, no added fat",201,86,78.8,3.1,0.3,0,1.1,0,13,4,121,0.73
F002901,24705,"Chilli (chili), red, raw",200,115,81.7,1.4,0.4,0,4.2,0,16,3,201,3.4
F002900,24705,"Chilli (chili), red, fried, no added fat",222,128,79.7,1.6,0.4,0,4.7,0,18,3,190,3.59
F002949,24705,"Choko, peeled, fresh, raw",87,75,94.3,0.5,0.2,0,3.1,0,17,8,14,0.12
F002948,24705,"Choko, peeled, fresh, boiled, drained",103,90,93.2,0.6,0.2,0,3.7,0,19,9,11,0.14
F003192,24403,"Coriander, fresh, leaves & stems",167,139,88.6,3.1,0.7,0,2.5,0,84,28,48,2.5
F003209,24704,"Corn, fresh on cob, raw",366,335,78.2,3.6,1.8,0,5.4,0,16,19,3,0
F003200,24704,"Corn, fresh on cob, boiled, drained",381,349,77.3,3.8,1.9,0,5.6,0,16,19,2,0
F003200,24704,"Corn, fresh on cob, boiled, drained",381,349,77.3,3.8,1.9,0,5.6,0,16,19,2,0
F003321,24705,"Cucumber, Lebanese, unpeeled, raw",52,45,95.9,0.6,0,0,1.9,0,42,12,9,0
F003324,24705,"Cucumber, telegraph, unpeeled, raw",56,49,96.3,1.2,0.1,0,1.4,0,49,16,8,0
F003761,24705,"Eggplant, unpeeled, fresh, raw",93,73,92.8,1.1,0.3,0,2.6,0,23,5,3,2.8
F003760,24705,"Eggplant, unpeeled, fresh, grilled, no added fat",132,104,89.8,1.6,0.4,0,3.7,0,31,7,3,3.8
F003759,24705,"Eggplant, unpeeled, fresh, baked, no added fat",109,86,91.6,1.3,0.4,0,3.1,0,27,6,3,3.13
F004206,23202,"Gherkin, pickled, drained, commercial",441,434,73.4,0.4,0.3,0,23.6,23,22,520,0,0.2
F005164,24802,"Leek, fresh, raw",136,111,90.7,2.1,0.4,0,3.7,0,33,17,30,0.31
F005163,24802,"Leek, fresh, fried, no added fat",164,134,88.8,2.5,0.5,0,4.5,0,40,20,31,0.36
F005162,24802,"Leek, fresh, boiled, drained",151,124,89.7,2.3,0.4,0,4.1,0,35,18,25,0.33
F005192,24401,"Lettuce, iceberg, raw",38,26,95.7,0.9,0.1,0,0.4,0,18,24,4,0.04
F005700,24403,"Mint, fresh, raw",225,167,84.2,3.1,1.1,0,0.9,0,210,28,26,0.9
F005946,24703,"Mushroom, common, fresh, raw",86,75,93.1,2.3,0.4,0,0,0,3,9,0,0
F005945,24703,"Mushroom, common, fresh, fried, no added fat",153,133,87.7,4,0.7,0,0,0,5,15,0,0
F005949,24703,"Mushroom, common, vitamin D enhanced, fresh, raw",86,75,92.6,2.3,0.4,0,0,0,3,9,0,0
F005948,24703,"Mushroom, common, vitamin D enhanced, fresh, fried, no added fat",153,133,86.8,4,0.7,0,0,0,5,15,0,0
F006194,24705,"Okra, cooked, no added fat",121,89,87.4,3.3,0.2,0,1.5,0,84,2,27,0.28
F006198,23202,"Olive, green or black, drained",856,837,69.8,2,20.5,0,0,0,52,1450,1,5
F006225,24802,"Onion, mature, brown skinned, peeled, raw",139,117,88.8,1.3,0,0,5.8,0,23,8,7,0
F006243,24802,"Onion, mature, white skinned, peeled, fresh, raw",128,111,90.3,1.7,0.1,0,4.7,0,26,13,6,0
F006250,24802,"Onion, spring, fresh, raw",127,112,90.5,1.7,0.2,0,4.5,0,22,13,32,0.55
F006249,24802,"Onion, spring, fresh, fried, no added fat",204,180,84.7,2.7,0.3,0,7.3,0,35,21,44,0.84
F006328,24302,"Parsnip, peeled, fresh, raw",237,208,83.1,1.8,0.2,0,4.8,0,38,19,12,0.22
F006326,24302,"Parsnip, peeled, fresh, baked, no added fat",289,254,79.4,2.2,0.2,0,5.9,0,46,23,11,0.26
F006327,24302,"Parsnip, peeled, fresh, boiled, drained",255,224,81.8,1.9,0.2,0,5.2,0,39,19,8,0.22
F007235,24102,"Potato, chips, regular, fast food outlet, deep fried, blended oil, salted",944,919,50.2,3.8,10.1,0,0,0,10,229,1,0.4
F007236,24102,"Potato, chips, regular, fast food outlet, deep fried, monounsaturated oil, salted",1021,996,50.2,3.8,12.2,0,0,0,10,192,1,0.4
F007238,24102,"Potato, chips, regular, independent takeaway outlet, deep fried, blended oil, salted",997,973,50.2,3.8,11.6,0,0,0,10,180,1,0.4
F007242,24102,"Potato, chips, regular, purchased frozen, baked, no added fat",1087,1050,36.4,4.8,5.4,0,0.2,0,8,60,20,0.4
F007247,24101,"Potato, coliban, peeled, raw",243,234,82.2,2,0,0,1,0,3,4,15,0
F007244,24101,"Potato, coliban, peeled, baked, no added fat",368,354,73,3,0,0,1.5,0,5,7,18,0
F007245,24101,"Potato, coliban, peeled, boiled, drained",234,218,83.5,1,0,0,0,0,6,10,11,0
F007254,24101,"Potato, desiree, peeled, raw",240,227,81.2,2.3,0,0,1.7,0,6,5,14,0
F007250,24101,"Potato, desiree, peeled, baked, no added fat",364,343,71.4,3.5,0,0,2.6,0,10,8,17,0
F007252,24101,"Potato, desiree, peeled, boiled, drained",245,231,80.8,2.3,0,0,1.7,0,6,5,11,0
F007308,24101,"Potato, new, peeled, raw",272,264,81.6,2.3,0.1,0,0.6,0,4,3,15,0
F007305,24101,"Potato, new, peeled, baked, no added fat",413,399,72.1,3.5,0.2,0,0.8,0,7,5,18,0
F007306,24101,"Potato, new, peeled, boiled, drained",282,263,80,2.5,0.1,0,0.4,0,4,3,11,0
F007325,24101,"Potato, pale skin, peeled, raw",243,234,81.7,2,0,0,1,0,3,4,16,0
F007314,24101,"Potato, pale skin, peeled, baked, no added fat",368,354,72.2,3,0,0,1.5,0,5,7,19,0
F007320,24101,"Potato, pale skin, peeled, boiled, drained",267,245,81.5,1.5,0.1,0,0.2,0,5,10,11,0
F007361,24101,"Potato, pontiac, peeled, raw",278,261,81.9,2.4,0.1,0,0.7,0,4,2,15,0
F007358,24101,"Potato, pontiac, peeled, baked, no added fat",421,395,72.6,3.6,0.2,0,1.1,0,6,3,18,0
F007359,24101,"Potato, pontiac, peeled, boiled, drained",283,266,81.5,2.4,0.1,0,0.7,0,4,2,11,0
F007368,24101,"Potato, red skin, peeled, raw",240,227,81.2,2.3,0,0,1.7,0,6,5,14,0
F007364,24101,"Potato, red skin, peeled, baked, no added fat",364,343,71.4,3.5,0,0,2.6,0,10,8,17,0
F007366,24101,"Potato, red skin, peeled, boiled, drained",298,279,79.2,2,0,0,0.2,0,6,11,9,0
F007386,24101,"Potato, sebago, peeled, raw",303,286,80.4,2.5,0.2,0,0.4,0,3,4,19,0
F007383,24101,"Potato, sebago, peeled, baked, no added fat",460,433,70.3,3.8,0.2,0,0.7,0,5,7,23,0
F007384,24103,"Potato, sebago, peeled, boiled, drained",304,279,80,2.5,0.4,0,1,0,10,8,9,0
F007269,24102,"Potato, fries, fast food outlet, deep fried, monounsaturated oil, salted",1323,1297,34.5,4.8,16.4,0,0.2,0,10,193,3,0.7
F007606,24302,"Radish, red skinned, unpeeled, raw",62,53,94.9,0.8,0.2,0,1.9,0,25,20,23,0
F007608,24302,"Radish, white skinned, peeled, raw",86,72,92.9,0.7,0.3,0,2.9,0,30,28,17,0
F008227,24802,"Shallot, peeled, fresh, raw",107,83,92.2,1.5,0.1,0,3.1,0,95,6,22,0.24
F008226,24802,"Shallot, peeled, fresh, fried, no added fat",172,135,87.4,2.4,0.2,0,5,0,153,9,30,0.37
F008373,24501,"Snow pea, fresh, raw",157,136,88.2,3,0.2,0,2.9,0,25,1,46,0.05
F008372,24501,"Snow pea, fresh, fried, no added fat",196,170,85.2,3.8,0.2,0,3.6,0,31,1,49,0.06
F008371,24501,"Snow pea, fresh, boiled, drained",169,147,87.3,3.2,0.2,0,3.1,0,26,1,37,0.05
F008811,24702,"Squash, button, fresh, raw",110,106,91.1,2.7,0.2,0,2.9,0,6,1,26,0.52
F008810,24702,"Squash, button, fresh, boiled, drained",131,126,89.4,3.2,0.2,0,3.5,0,7,1,23,0.59
F009021,24302,"Swede, peeled, fresh, raw",93,76,91.7,0.9,0,0,3.4,0,22,12,27,0
F009020,24302,"Swede, peeled, fresh, boiled, drained",100,81,91.1,1,0,0,3.7,0,22,12,19,0
F009033,24302,"Sweet potato, orange flesh, peeled, fresh, baked, no added fat",357,333,74,2.3,0.1,0,6.8,0,33,12,30,0.81
F009034,24302,"Sweet potato, orange flesh, peeled, fresh, boiled, drained",315,293,77.1,2,0.1,0,6,0,28,10,25,0.72
F009190,24601,"Tomato, cherry, raw",65,52,93.1,0.5,0.1,0,2.2,0,11,10,28,0.2
F009193,24601,"Tomato, common, raw",73,64,94.3,0.6,0,0,2.5,0,11,4,14,0.26
F009211,24601,"Tomato, roma, raw",74,64,94.2,1,0.1,0,2.3,0,9,8,18,0.26
F009340,24302,"Turnip, white, peeled, fresh, raw",94,80,92.9,1.3,0,0,3.2,0,21,24,23,0
F009339,24302,"Turnip, white, peeled, fresh, boiled, no added fat",101,87,92.4,1.4,0,0,3.4,0,21,25,16,0
F009775,24702,"Zucchini, green skin, fresh, unpeeled, raw",65,56,94.8,0.9,0.3,0,1.7,0,18,1,24,0.52
F009774,24702,"Zucchini, green skin, fresh, unpeeled, fried, no added fat",92,80,92.6,1.3,0.4,0,2.4,0,25,1,29,0.71
F009773,24702,"Zucchini, green skin, fresh, unpeeled, boiled, drained",77,66,93.8,1.1,0.4,0,2,0,20,1,21,0.59
F009766,24702,"Zucchini, golden, fresh, unpeeled, raw",78,70,94.1,2.2,0.3,0,1.1,0,16,1,30,0.52
F009765,24702,"Zucchini, golden, fresh, unpeeled, fried, no added fat",111,100,91.6,3.1,0.4,0,1.6,0,23,1,36,0.71
